year,combination,organism,antibiotics,R,Tested.isolates,isolates,Region,NAME,TMN,TMP,HEG,IT,OPE,PD,UP,PMP,PREC,SR,SSR,TCL,HUM,CPI,WASH,AMC,IC,HD,logit_R,log_AMC,log_IT,log_PMP,log_PD
2021,CRKP,Klebsiella pneumoniae,Carbapenems,0.067,135,9,Middle East and North Africa,C030,17.2,20.9,13.29051548,8442166.75,16.64155098,1584.242314,94.80999552,12,282.2,0.0383,0.0464,2.123,45.8,54,53.63758214,20.81052632,96.85382377,4.512850114,-2.619968733,3.082392712,15.94874968,2.564949357,7.368492554
2022,CRKP,Klebsiella pneumoniae,Carbapenems,0.05,120,6,Middle East and North Africa,C030,17.1,21,18.09722069,27048500.25,19.23818723,1462.423816,94.87598655,11.8,244,0.0574,0.233,1.955,45.4,51,53.63758214,20.81052632,97.65610945,4.558550341,-2.92568843,3.082392712,17.11314216,2.549445171,7.288534049
2013,CRKP,Klebsiella pneumoniae,Carbapenems,0.02,3772,75,East Asia and Pacific,C029,22.7,26.7,3.562673399,25715000,46.09438937,91.72061178,72.93,19.2,3047.1,0.0102,0.00379,1.121,233.8,50,53.63758214,10.3,97.14285714,1.9,-3.844050022,2.424802726,17.06258508,3.005682604,4.529590797
2014,CRKP,Klebsiella pneumoniae,Carbapenems,0.03,4412,132,East Asia and Pacific,C029,22.5,26.6,3.763075545,27437000,45.26470601,93.15616801,73.577,20.3,2764.1,0.00714,0.00229,1.199,215.8,52,53.63758214,10.4,97,1.9,-3.444339264,2.433613355,17.12740306,3.058707073,4.544954766
2015,CRKP,Klebsiella pneumoniae,Carbapenems,0.04,5202,208,East Asia and Pacific,C029,22.8,26.8,3.822014265,25721000,46.79576746,94.56348501,74.213,24.8,2593.4,0.0133,0.00323,1.372,212.1,50,53.63758214,10.5,98.14285714,1.86,-3.154402342,2.442347035,17.06281838,3.250374492,4.559790791
2017,CRKP,Klebsiella pneumoniae,Carbapenems,0.05,5558,278,East Asia and Pacific,C029,22.6,26.7,3.714723496,25948000,48.25491886,97.32401765,75.447,14.4,3275.2,0.00717,0.00231,1.419,239.3,47,53.63758214,10.1,97.85714286,1.88,-2.92568843,2.406945108,17.07160513,2.734367509,4.588268327
2018,CRKP,Klebsiella pneumoniae,Carbapenems,0.04,5372,215,East Asia and Pacific,C029,22.5,26.7,3.759328888,25832000,48.74312453,98.61290823,76.036,16.1,3189.8,0.0156,0.00679,1.443,235.5,47,53.63758214,9.9,97,1.88,-3.154402342,2.388762789,17.06712463,2.839078464,4.601291757
2019,CRKP,Klebsiella pneumoniae,Carbapenems,0.05,5132,257,East Asia and Pacific,C029,22.8,27,3.839366046,26101000,47.66547094,99.84483336,76.607,20.9,2543.8,0.0168,0.00613,1.7,212.1,53,53.63758214,9.785910888,96.28571429,1.88,-2.92568843,2.378240735,17.07748422,3.086486637,4.613583032
2020,CRKP,Klebsiella pneumoniae,Carbapenems,0.04,4435,177,East Asia and Pacific,C029,22.6,26.9,4.116007043,4333000,47.23479566,101.0500472,77.16,13.7,2990.2,0.0226,0.0111,1.688,229.4,51,53.63758214,9.671821777,95.85714286,1.88,-3.154402342,2.367606789,15.28177093,2.687847494,4.625463352
2005,CRKP,Klebsiella pneumoniae,Carbapenems,2.22E-18,230,0,Europe and Central Asia,C032,6.7,10.4,9.104669577,10012000,31.58125798,483.4084123,82.63,13.9,812.5,0.127,0.434,0.443,182.2,86,53.63758214,10.3,93.13603212,4.5,-6.908754779,2.424802726,16.11929503,2.701361213,6.182928378
2006,CRKP,Klebsiella pneumoniae,Carbapenems,0.003,329,1,Europe and Central Asia,C032,7.1,10.8,9.087745508,10739000,33.95440843,484.1854562,83.636,14.5,750.4,0.185,0.57,0.391,172.9,87,53.63758214,10.6,93.13603212,4.34,-5.519458915,2.451005098,16.18939263,2.740840024,6.184531202
2007,CRKP,Klebsiella pneumoniae,Carbapenems,2.22E-18,336,0,Europe and Central Asia,C032,7.3,11,9.064895386,11008000,34.11057393,485.2398104,84.539,14.8,905.2,0.142,0.473,0.237,195.6,90,53.63758214,10.8,93.56460355,4.31,-6.908754779,2.468099531,16.21413293,2.76000994,6.186701939
2008,CRKP,Klebsiella pneumoniae,Carbapenems,2.22E-18,420,0,Europe and Central Asia,C032,6.7,10.5,9.299333025,10104000,32.41946766,487.1324941,85.402,16,844.1,0.164,0.488,0.564,192.1,89,53.63758214,10.9,93.70746069,4.27,-6.908754779,2.4765384,16.12844204,2.833213344,6.190586873
2009,CRKP,Klebsiella pneumoniae,Carbapenems,2.22E-18,398,0,Europe and Central Asia,C032,6.5,10.4,10.01985463,9921000,31.92985265,490.0796917,86.288,16,751.1,0.16,0.514,0.059,188.7,89,53.63758214,11,93.70746069,4.2,-6.908754779,2.48490665,16.11016438,2.833213344,6.19660642
2010,CRKP,Klebsiella pneumoniae,Carbapenems,0.002,892,2,Europe and Central Asia,C032,5.1,8.9,10.18036736,10883000,31.56370358,492.5998814,87.134,15.9,796.1,0.199,0.614,0.598,178.1,88,53.63758214,10.9,93.56460355,4.05,-5.80814249,2.4765384,16.20271259,2.827313622,6.201725232
2011,CRKP,Klebsiella pneumoniae,Carbapenems,0.002,869,2,Europe and Central Asia,C032,6.9,10.8,10.25648114,11300000,31.60243409,495.0496441,87.879,15.9,763.5,0.178,0.563,0.673,167.3,89,53.63758214,11,84.27230923,3.84,-5.80814249,2.48490665,16.24031337,2.827313622,6.206676011
2012,CRKP,Klebsiella pneumoniae,Carbapenems,0.001,946,1,Europe and Central Asia,C032,6.3,10.1,10.554492,11680000,31.52028599,496.8849941,88.588,12.9,843.9,0.169,0.55,0.125,201.3,84,53.63758214,10.9,84.27230923,3.75,-6.214608098,2.4765384,16.27338862,2.63188884,6.210369115
2013,CRKP,Klebsiella pneumoniae,Carbapenems,0.002,1055,2,Europe and Central Asia,C032,6,9.6,10.59931472,12783000,30.96808343,498.7958445,89.187,13.5,719,0.181,0.525,0.999,181,83,53.63758214,10.5,88.55802351,3.61,-5.80814249,2.442347035,16.3636268,2.674148649,6.214199704
2014,CRKP,Klebsiella pneumoniae,Carbapenems,0.003,1123,3,Europe and Central Asia,C032,7.7,11.5,10.58946549,13925000,32.1529226,500.5938854,89.69,13.3,757.9,0.173,0.542,0.544,180.9,83,53.63758214,10.3,94.41516637,3.61,-5.519458915,2.424802726,16.44919642,2.660259537,6.217790799
2015,CRKP,Klebsiella pneumoniae,Carbapenems,0.002,1197,2,Europe and Central Asia,C032,6.9,10.8,10.34788194,15007000,33.92105114,503.1162162,90.173,12,827.3,0.166,0.545,0.568,198.4,87,53.63758214,10.4,93.8437378,3.49,-5.80814249,2.433613355,16.52402738,2.564949357,6.222806829
2016,CRKP,Klebsiella pneumoniae,Carbapenems,0.001,1317,1,Europe and Central Asia,C032,6.8,10.6,10.32529082,15828000,34.4976549,505.8008316,90.635,11.7,773.8,0.189,0.573,1.214,183.1,83,53.63758214,10.1,93.27230923,3.41,-6.214608098,2.406945108,16.57729114,2.541601993,6.228118089
2017,CRKP,Klebsiella pneumoniae,Carbapenems,0.005,1330,7,Europe and Central Asia,C032,7.1,10.8,10.13776231,17924000,35.66086794,508.8,91.077,11.5,868.3,0.162,0.597,0.627,193.5,82,53.63758214,9.8,92.41516637,3.28,-5.111987788,2.379546134,16.70165121,2.525728644,6.234018492
2018,CRKP,Klebsiella pneumoniae,Carbapenems,0.005,1520,8,Europe and Central Asia,C032,7.1,11.3,10.04941058,18780000,34.24496796,511.7797446,91.49,12.1,615.5,0.189,0.563,1.173,153.4,82,53.63758214,9.7,91.8437378,3.17,-5.111987788,2.370243741,16.74830308,2.57261223,6.239846405
2019,CRKP,Klebsiella pneumoniae,Carbapenems,0.002,1433,3,Europe and Central Asia,C032,7.2,11.2,9.973660595,20129000,34.07764988,515.1432729,91.876,10.5,811.8,0.191,0.569,1.118,197,82,53.63758214,9.722038959,92.55802351,3.17,-5.80814249,2.372301339,16.81767217,2.442347035,6.246384388
2020,CRKP,Klebsiella pneumoniae,Carbapenems,0.001,1396,1,Europe and Central Asia,C032,7.5,11.6,11.0539154,7265000,31.17578397,518.013068,92.236,9,781.6,0.154,0.477,0.912,178.9,82,53.63758214,9.741491255,92.55802351,3.17,-6.214608098,2.37411393,15.79857899,2.302585093,6.251929062
2021,CRKP,Klebsiella pneumoniae,Carbapenems,0.002,1270,3,Europe and Central Asia,C032,6.6,10.3,14.51231946,35531764.4,20.9840132,519.4246369,92.57070912,10,857.3,0.198,0.574,0.982,178.1,82,53.63758214,9.758660479,91.23979345,3.049461989,-5.80814249,2.375711056,17.38593765,2.397895273,6.254645088
2022,CRKP,Klebsiella pneumoniae,Carbapenems,0.004,1384,6,Europe and Central Asia,C032,7.4,11.6,21.49227581,122967293.2,0.480792151,518.5004627,92.88112736,9.7,694.6,0.202,0.619,1.319,153,80,53.63758214,9.77381459,91.1515732,2.698385966,-5.295312858,2.377118615,18.62742898,2.370243741,6.252867701
2005,CRKP,Klebsiella pneumoniae,Carbapenems,0.006,161,1,Europe and Central Asia,C035,21.8,27.6,8.329493075,3824000,16.94884574,12.65808884,77.675,40.9,44.2,0.000609,0,0.814,10.3,89,53.63758214,17.3,90.27888926,5.16,-4.956832588,2.90690106,15.15680781,3.735285827,2.614331935
2006,CRKP,Klebsiella pneumoniae,Carbapenems,0.005,221,1,Europe and Central Asia,C035,22,27.7,7.917562786,4070000,16.65839848,12.76044781,77.95,39.5,64,0.000844,0,0.838,13.2,88,53.63758214,17.4,91.70746069,5.03,-5.111987788,2.912350665,15.2191538,3.701301974,2.621798376
2007,CRKP,Klebsiella pneumoniae,Carbapenems,2.22E-18,274,0,Europe and Central Asia,C035,22.2,28,8.063702447,4377000,16.29890756,12.89317005,78.234,42.2,114.9,0.00405,1.10E-06,0.652,9.7,87,53.63758214,16.9,91.70746069,4.86,-6.908754779,2.884800713,15.29187434,3.765840495,2.631397356
2008,CRKP,Klebsiella pneumoniae,Carbapenems,0.007,297,2,Europe and Central Asia,C035,21.6,27.4,7.966941524,4347000,15.81110511,13.05486743,78.526,48.8,32.6,0.000358,0,0.537,10.1,79,53.63758214,15.7,92.27888926,4.64,-4.822295665,2.815408719,15.28499674,3.908014984,2.642968772
2009,CRKP,Klebsiella pneumoniae,Carbapenems,2.22E-18,352,0,Europe and Central Asia,C035,22.1,27.9,9.087919716,4346000,15.51223408,13.22054846,78.815,44.9,55.1,0.000642,0,0.728,9.4,86,53.63758214,18.2,92.56460355,4.52,-6.908754779,2.954910279,15.28476667,3.826465117,2.654687993
2010,CRKP,Klebsiella pneumoniae,Carbapenems,2.22E-18,448,0,Europe and Central Asia,C035,22.3,28.2,8.915191342,4767000,15.26832333,13.38626233,79.102,43,43.2,0.0034,0,1.104,12,86,53.63758214,16.9,92.27888926,4.3,-6.908754779,2.884800713,15.37722794,3.784189634,2.666273746
2011,CRKP,Klebsiella pneumoniae,Carbapenems,2.22E-18,443,0,Europe and Central Asia,C035,22,27.7,8.792938086,4963000,15.57692308,13.56103865,79.455,46.4,40.7,0.00634,9.89E-06,0.84,10.5,90,53.63758214,16.9,92.27888926,4.19,-6.908754779,2.884800713,15.41752116,3.858622229,2.678349376
2012,CRKP,Klebsiella pneumoniae,Carbapenems,0.005,623,3,Europe and Central Asia,C035,22,27.7,8.779093656,4538000,15.24477191,13.74032975,79.874,52.1,44,0.000682,0,0.754,7.8,85,53.63758214,18.4,92.27888926,3.97,-5.111987788,2.965273066,15.32799716,3.972176928,2.690587258
2013,CRKP,Klebsiella pneumoniae,Carbapenems,0.002,645,1,Europe and Central Asia,C035,21.6,27.5,8.924116053,4778000,14.97706439,13.91208868,80.286,45.7,79.1,0.00105,0,0.473,9.1,86,53.63758214,17.3,91.85031784,3.86,-5.80814249,2.90690106,15.37953282,3.843744165,2.702172205
2014,CRKP,Klebsiella pneumoniae,Carbapenems,2.22E-18,746,0,Europe and Central Asia,C035,21.7,27.7,9.336158284,4855000,14.71106311,14.07044491,80.692,39.7,82.4,0.000503,0,0.485,14.3,86,53.63758214,18,91.70746069,3.84,-6.908754779,2.944438979,15.39551987,3.706228092,2.712735535
2015,CRKP,Klebsiella pneumoniae,Carbapenems,0.001,700,1,Europe and Central Asia,C035,22.1,28.1,10.11302445,5361000,14.48540166,14.20793848,81.091,45.2,28,0.000951,0,1.213,7.8,87,53.63758214,17.1,92.42174641,3.76,-6.214608098,2.895911938,15.49466127,3.832979798,2.72181756
2016,CRKP,Klebsiella pneumoniae,Carbapenems,2.22E-18,810,0,Europe and Central Asia,C035,22,28,10.57859196,5960000,14.62055136,14.33542438,81.485,43.7,41.7,0.00106,0,0.933,10.5,85,53.63758214,19.5,92.99317498,3.68,-6.908754779,3.020424886,15.60058121,3.799973502,2.730165471
2017,CRKP,Klebsiella pneumoniae,Carbapenems,2.22E-18,781,0,Europe and Central Asia,C035,22.1,28.1,10.26612113,6252000,14.87933449,14.45257626,81.871,44.2,47,0.000414,0,1.421,10.7,85,53.63758214,19,92.99317498,3.6,-6.908754779,2.995732274,15.64841213,3.811097087,2.737775738
2018,CRKP,Klebsiella pneumoniae,Carbapenems,0.001,736,1,Europe and Central Asia,C035,22,28,9.991030922,5688000,14.29650153,14.54888964,82.248,49.1,39.7,0.00787,0,1.121,8.6,84,53.63758214,18.7,93.27888926,3.53,-6.214608098,2.980618636,15.55386943,3.914021008,2.74398923
2019,CRKP,Klebsiella pneumoniae,Carbapenems,0.002,826,2,Europe and Central Asia,C035,22.2,28.2,10.1035042,5879000,14.28298233,14.6479975,82.616,44.5,49.1,0.000776,0,0.89,10.3,84,53.63758214,18.71369612,95.55802351,3.53,-5.80814249,2.981313629,15.58689741,3.817712326,2.750342954
2020,CRKP,Klebsiella pneumoniae,Carbapenems,0.001,687,1,Europe and Central Asia,C035,21.9,27.9,11.00619987,1397000,14.28274531,14.76721523,82.974,41,67.1,0.0183,4.63E-05,0.496,11.4,84,53.63758214,18.71369612,95.70088066,3.53,-6.214608098,2.981313629,14.14983835,3.737669618,2.757932799
2021,CRKP,Klebsiella pneumoniae,Carbapenems,0.003,783,2,Europe and Central Asia,C035,22.1,28.1,13.11656365,13618322.05,13.59002083,14.92295896,83.32094465,44.2,33.9,0.00111,1.10E-06,1.329,10.4,85,53.63758214,18.71369612,94.57987794,3.45204934,-5.519458915,2.981313629,16.42692673,3.811097087,2.767762027
2022,CRKP,Klebsiella pneumoniae,Carbapenems,0.003,769,2,Europe and Central Asia,C035,22,28,16.83725445,44594966.15,11.64877731,15.13254409,83.65583394,50.3,56.3,0.00118,4.40E-06,1.055,11.4,84,53.63758214,18.71369612,94.81199758,3.226148019,-5.519458915,2.981313629,17.61313157,3.937690752,2.780838604
2004,CRKP,Klebsiella pneumoniae,Carbapenems,2.22E-18,215,0,East Asia and Pacific,C033,5.7,10.3,7.908864511,2334000,22.96346966,15.5235274,86.281,7,1670.2,0.0967,0.214,0.698,171.5,96,53.63758214,23.3,86.22699986,6.2,-6.908754779,3.19047635,14.66309452,2.079441542,2.804785268
2005,CRKP,Klebsiella pneumoniae,Carbapenems,2.22E-18,111,0,East Asia and Pacific,C033,6.7,11.3,8.275588681,2366000,23.05208686,15.69974555,86.341,7.1,1400.1,0.0876,0.172,1.182,157.9,96,53.63758214,22.9,85.79842843,6.2,-6.908754779,3.173878459,14.67671175,2.091864062,2.815393483
2006,CRKP,Klebsiella pneumoniae,Carbapenems,2.22E-18,212,0,East Asia and Pacific,C033,6,10.7,8.655069269,2409000,22.77776219,15.89229425,86.4,7.2,1550.6,0.0973,0.214,1.204,166.4,96,53.63758214,23.7,85.79842843,6.2,-6.908754779,3.206803244,14.6947227,2.104134154,2.826857556
2007,CRKP,Klebsiella pneumoniae,Carbapenems,2.22E-18,262,0,East Asia and Pacific,C033,6.3,11,8.344194,2455000,20.70535777,16.0411682,86.34,7.3,1390.9,0.113,0.229,0.816,152.4,94,53.63758214,23.8,84.94128557,6.2,-6.908754779,3.210843653,14.71363773,2.116255515,2.835632075
2008,CRKP,Klebsiella pneumoniae,Carbapenems,2.22E-18,291,0,East Asia and Pacific,C033,6.4,11,9.122889447,2483000,22.37226157,16.17788918,86.28,7.3,1658.6,0.116,0.239,0.585,163.2,93,53.63758214,29.4,87.65557129,6.2,-6.908754779,3.414442608,14.72497847,2.116255515,2.843623044
2009,CRKP,Klebsiella pneumoniae,Carbapenems,2.22E-18,232,0,East Asia and Pacific,C033,6,10.6,9.620815634,2473000,22.27938324,16.34043523,86.22,7.2,1511,0.107,0.231,1.301,165.3,94,53.63758214,35.4,91.08414271,2.41,-6.908754779,3.594568775,14.72094295,2.104134154,2.853041071
2010,CRKP,Klebsiella pneumoniae,Carbapenems,2.22E-18,339,0,East Asia and Pacific,C033,6.7,11.3,9.601695786,2530000,21.72939323,16.52310964,86.16,7.3,1583.1,0.115,0.231,1.426,161.8,93,53.63758214,35.8,89.94128557,2.75,-6.908754779,3.605497845,14.74373026,2.116255515,2.863520561
2011,CRKP,Klebsiella pneumoniae,Carbapenems,2.22E-18,366,0,East Asia and Pacific,C033,6.6,11.2,9.525808089,2617000,21.22119498,16.64957654,86.1,7.5,1723.9,0.0956,0.211,0.852,165.4,95,53.63758214,38.2,92.55802351,2.82,-6.908754779,3.668676747,14.77753956,2.140066163,2.870711791
2012,CRKP,Klebsiella pneumoniae,Carbapenems,0.02,332,7,East Asia and Pacific,C033,6.2,10.8,9.646854857,2574000,21.4881431,16.74110364,86.161,6.9,1533.6,0.13,0.262,0.526,161.9,90,53.63758214,36.9,91.27230923,2.83,-3.844050022,3.634951112,14.76097206,2.066862759,2.875884187
2013,CRKP,Klebsiella pneumoniae,Carbapenems,2.22E-18,335,0,East Asia and Pacific,C033,6.7,11.4,9.342223581,2710000,22.36204401,16.87022901,86.221,7,1554.6,0.101,0.215,0.922,162.9,91,53.63758214,34.6,90.98659494,2.78,-6.908754779,3.572345638,14.81245956,2.079441542,2.883136144
2014,CRKP,Klebsiella pneumoniae,Carbapenems,2.22E-18,390,0,East Asia and Pacific,C033,6.3,11,9.406484674,2854000,22.56632923,17.15278569,86.281,6.7,1478.8,0.121,0.268,1.012,159.4,91,53.63758214,26.6,91.55802351,2.76,-6.908754779,3.317815773,14.86423243,2.041220329,2.89882403
2015,CRKP,Klebsiella pneumoniae,Carbapenems,2.22E-18,315,0,East Asia and Pacific,C033,6.2,10.9,9.32148218,3129000,25.30520171,17.50560176,86.341,6.9,1603.9,0.104,0.209,1.187,165.5,88,53.63758214,30.2,91.12945208,2.72,-6.908754779,3.440418095,14.95622434,2.066862759,2.918073484
2014,CRKP,Klebsiella pneumoniae,Carbapenems,0.21,52,11,South Asia,C036,13.2,19.86666667,2.456038236,966000,67.43753856,270.1479193,35.819,21.2,281.9333333,0.000505,0,0.863,36.4,29,61.25914322,13,68.57142857,0.6,-1.321439834,2.63905733,13.78092015,3.100092289,5.6026645
2015,CRKP,Klebsiella pneumoniae,Carbapenems,0.42,74,31,South Asia,C036,12.46666667,19.13333333,2.457643613,966000,67.71487281,273.6733318,36.026,24.2,270.8,0.000704,2.19E-05,1.326,34.06666667,30,64.22688125,14.1,71.85714286,0.6,-0.322117923,2.714694744,13.78092015,3.226843995,5.615582507
2017,CRKP,Klebsiella pneumoniae,Carbapenems,0.43,181,78,South Asia,C036,12.43333333,19.2,2.786300857,966000,61.76627706,280.6917484,36.442,21.4,325.2666667,0.000307,1.13E-06,0.735,40.36666667,32,70.12643615,14.4,76,0.63,-0.28128112,2.734367509,13.78092015,3.109060959,5.640813382
2018,CRKP,Klebsiella pneumoniae,Carbapenems,0.56,455,255,South Asia,C036,14.1,20.83333333,2.866528283,966000,59.98044832,285.0397974,36.666,23.3,342.7,0.000946,1.13E-06,2.007,38.26666667,33,73.06168679,14.8,78.85714286,0.63,0.24067603,2.76000994,13.78092015,3.19047635,5.656130953
2019,CRKP,Klebsiella pneumoniae,Carbapenems,0.62,347,215,South Asia,C036,12.06666667,18.63333333,2.892286963,966000,59.5707338,289.6602325,36.907,23.8,335.1666667,0.000668,1.62E-07,1.204,39.96666667,32,75.98731104,15.02468187,83.42857143,0.63,0.488531707,2.774130151,13.78092015,3.210843653,5.672154999
2020,CRKP,Klebsiella pneumoniae,Carbapenems,0.48,247,119,South Asia,C036,12.36666667,18.9,2.991001061,966000,58.48335515,294.7238753,37.165,23.2,254,0.0010205,0,1.455,33.3,31,78.90180155,15.31721167,80.71428571,0.63,-0.079882772,2.792220481,13.78092015,3.186352633,5.689426165
2016,CRKP,Klebsiella pneumoniae,Carbapenems,0.29,273,79,East Asia and Pacific,C037,5.2,9.2,3.954843449,5967000,60.47021469,351.7297716,46.475,21,723.2,0.0105,0.0442,2.056,181.3,35,81.64944009,22.1,80.71428571,0.99,-0.893349163,3.139832618,15.60175501,3.091042453,5.865702244
2017,CRKP,Klebsiella pneumoniae,Carbapenems,0.17,1044,177,East Asia and Pacific,C037,5.1,9,3.960427632,6621000,60.36769763,357.9786732,46.682,21.6,500.2,0.0161,0.123,1.475,132.1,34,81.66342533,22.5,77.85714286,0.99,-1.580966238,3.157000421,15.70575712,3.117949906,5.883262981
2018,CRKP,Klebsiella pneumoniae,Carbapenems,0.19,1219,232,East Asia and Pacific,C037,5.5,9.9,3.95370015,7168000,60.83168586,364.1172351,46.907,22.1,531.4,0.00682,0.129,2.434,148.7,36,81.6786275,22.5,75,0.99,-1.445994626,3.157000421,15.78513737,3.139832618,5.900218494
2019,CRKP,Klebsiella pneumoniae,Carbapenems,0.18,1475,266,East Asia and Pacific,C037,5.8,10.2,4.165975805,8261000,58.98988438,370.1941979,47.149,18.2,612.9,0.00797,0.0387,2.652,153.5,34,81.69497827,22.99873828,72.14285714,0.99,-1.512026078,3.178001257,15.92705632,2.954910279,5.91672537
2020,CRKP,Klebsiella pneumoniae,Carbapenems,0.21,1133,238,East Asia and Pacific,C037,5.8,10.1,5.104024723,1483000,54.62529714,376.2651407,47.408,16.5,636.2,0.0124,0.05,2.677,162.4,34,81.71247607,22.51302373,69.85714286,0.99,-1.321439834,3.157554469,14.2095783,2.862200881,5.932948231
2005,CRKP,Klebsiella pneumoniae,Carbapenems,2.22E-18,33,0,Europe and Central Asia,C038,10.7,15.9,5.805614998,64606000,31.47307846,124.5893154,61.452,16.9,1006.5,0.0528,0.0158,1.032,130.3,34,53.63758214,26.3,85.71428571,6.52,-6.908754779,3.306886702,17.98381786,2.884800713,4.833017182
2009,CRKP,Klebsiella pneumoniae,Carbapenems,0.007,139,1,Europe and Central Asia,C038,11.6,16.4,6.590354161,53840000,28.25468828,124.5644606,61.004,9.7,1345.9,0.106,0.0414,1.423,154.7,50,53.63758214,24.9,97,6.65,-4.822295665,3.254242969,17.80152726,2.370243741,4.832819257
2010,CRKP,Klebsiella pneumoniae,Carbapenems,2.22E-18,238,0,Europe and Central Asia,C038,11.2,16,6.471724704,58340000,28.64995959,124.2092007,60.892,9.8,842.4,0.13,0.159,1.122,125.1,53,53.63758214,20.2,96.71428571,6.61,-6.908754779,3.054001182,17.88179854,2.379546134,4.829985944
2011,CRKP,Klebsiella pneumoniae,Carbapenems,0.005,376,2,Europe and Central Asia,C038,11.3,16.4,6.286804866,60745000,28.97423035,124.2962969,60.78,10.5,741.6,0.0758,0.0986,1.615,107.7,55,53.63758214,19.6,97,6.63,-5.111987788,3.025291076,17.92219535,2.442347035,4.830681308
2012,CRKP,Klebsiella pneumoniae,Carbapenems,0.008,359,3,Europe and Central Asia,C038,10.8,16,6.265138558,67390000,30.17161181,124.3000588,60.654,9,970.6,0.0557,0.0234,0.797,127.4,58,53.63758214,19,96.71428571,6.63,-4.703506087,2.995732274,18.02600721,2.302585093,4.830711331
2013,CRKP,Klebsiella pneumoniae,Carbapenems,0.008,370,3,Europe and Central Asia,C038,10.7,15.9,6.476370694,72310000,29.56565059,124.2291107,60.529,9.4,998.4,0.139,0.138,0.941,137.1,60,53.63758214,18.8,96.14285714,6.61,-4.703506087,2.985681938,18.096473,2.341805806,4.830144945
2014,CRKP,Klebsiella pneumoniae,Carbapenems,0.013,451,6,Europe and Central Asia,C038,11.2,16.4,6.4257608,73750000,30.02626017,124.1442732,60.403,8.4,584.8,0.145,0.171,1.349,100.9,61,53.63758214,18.7,95.71428571,6.63,-4.256625368,2.980618636,18.11619157,2.240709689,4.829467257
